with_gt	judge	method	dataset	subset	seeds	n_preds	n_test	n_missing	n_null_step	step_acc	agent_acc	agent_acc_substring	family	train_seed
True	qwen3.5-9b	stepfinder.s43	ww	algorithm-generated	38,39,40	126	63.0	0	0.0	0.14814814814814814	0.4021164021164021	0.4021164021164021	stepfinder	43
True	qwen3.5-9b	stepfinder.s43	ww	hand-crafted	13,14,15	58	29.0	0	0.0	0.10344827586206896	0.3563218390804597	0.3563218390804597	stepfinder	43
True	qwen3.5-9b	stepfinder.s44	correct-error	arc	17,18,19	304	152.0	0	0.0	0.3684210526315789	0.456140350877193	0.456140350877193	stepfinder	44
True	qwen3.5-9b	stepfinder.s44	correct-error	gaia	17,18,19	50	25.0	0	0.0	0.5466666666666667	0.7066666666666667	0.7066666666666667	stepfinder	44
True	qwen3.5-9b	stepfinder.s44	correct-error	hotpot	17,18,19	578	289.0	0	0.0	0.2664359861591696	0.6343713956170703	0.6343713956170703	stepfinder	44
True	qwen3.5-9b	stepfinder.s44	correct-error	math500	17,18,19	157	79.0	0	0.0	0.5316455696202532	0.5400843881856541	0.5400843881856541	stepfinder	44
True	qwen3.5-9b	stepfinder.s44	correct-error	mmlu_pro	17,18,19	92	46.0	0	0.0	0.3115942028985507	0.463768115942029	0.463768115942029	stepfinder	44
True	qwen3.5-9b	stepfinder.s44	correct-error	musique	17,18,19	312	156.0	0	0.0	0.20726495726495728	0.576923076923077	0.576923076923077	stepfinder	44
True	qwen3.5-9b	stepfinder.s44	correct-error	wikimqa	17,18,19	733	367.0	0	0.0	0.1952770208900999	0.6821071752951862	0.6821071752951862	stepfinder	44
True	qwen3.5-9b	stepfinder.s44	traceelephant	captain	2,3,4	85	43.0	0	0.0	0.12403100775193798	0.42635658914728686	0.42635658914728686	stepfinder	44
True	qwen3.5-9b	stepfinder.s44	traceelephant	magentic	9,10,11	91	46.0	0	0.0	0.08695652173913043	0.6086956521739131	0.6086956521739131	stepfinder	44
True	qwen3.5-9b	stepfinder.s44	ww	algorithm-generated	38,39,40	126	63.0	0	0.0	0.20105820105820105	0.4497354497354497	0.4497354497354497	stepfinder	44
True	qwen3.5-9b	stepfinder.s44	ww	hand-crafted	13,14,15	58	29.0	0	0.0	0.19540229885057472	0.4597701149425288	0.4597701149425288	stepfinder	44
True	qwen3.5-9b	stepfinder.s45	correct-error	arc	17,18,19	304	152.0	0	0.0	0.3442982456140351	0.4364035087719298	0.4364035087719298	stepfinder	45
True	qwen3.5-9b	stepfinder.s45	correct-error	gaia	17,18,19	50	25.0	0	0.0	0.19999999999999998	0.5466666666666667	0.5466666666666667	stepfinder	45
True	qwen3.5-9b	stepfinder.s45	correct-error	hotpot	17,18,19	578	289.0	0	0.0	0.15109573241061128	0.6378316032295271	0.6378316032295271	stepfinder	45
True	qwen3.5-9b	stepfinder.s45	correct-error	math500	17,18,19	157	79.0	0	0.0	0.1687763713080169	0.24050632911392408	0.24050632911392408	stepfinder	45
True	qwen3.5-9b	stepfinder.s45	correct-error	mmlu_pro	17,18,19	92	46.0	0	0.0	0.2246376811594203	0.3550724637681159	0.3550724637681159	stepfinder	45
True	qwen3.5-9b	stepfinder.s45	correct-error	musique	17,18,19	312	156.0	0	0.0	0.07051282051282051	0.5854700854700855	0.5854700854700855	stepfinder	45
True	qwen3.5-9b	stepfinder.s45	correct-error	wikimqa	17,18,19	733	367.0	0	0.0	0.07084468664850137	0.6684831970935513	0.6684831970935513	stepfinder	45
True	qwen3.5-9b	stepfinder.s45	traceelephant	captain	2,3,4	85	43.0	0	0.0	0.13953488372093023	0.40310077519379844	0.40310077519379844	stepfinder	45
True	qwen3.5-9b	stepfinder.s45	traceelephant	magentic	9,10,11	91	46.0	0	0.0	0.10869565217391304	0.6304347826086957	0.6304347826086957	stepfinder	45
True	qwen3.5-9b	stepfinder.s45	ww	algorithm-generated	38,39,40	126	63.0	0	0.0	0.15873015873015872	0.42857142857142855	0.42857142857142855	stepfinder	45
True	qwen3.5-9b	stepfinder.s45	ww	hand-crafted	13,14,15	58	29.0	0	0.0	0.0574712643678161	0.3333333333333333	0.3333333333333333	stepfinder	45
True	qwen3.5-9b	stepfinder.s46	correct-error	arc	17,18,19	304	152.0	0	0.0	0.3421052631578947	0.4364035087719298	0.4364035087719298	stepfinder	46
True	qwen3.5-9b	stepfinder.s46	correct-error	gaia	17,18,19	50	25.0	0	0.0	0.39999999999999997	0.6666666666666666	0.6666666666666666	stepfinder	46
True	qwen3.5-9b	stepfinder.s46	correct-error	hotpot	17,18,19	578	289.0	0	0.0	0.273356401384083	0.6678200692041522	0.6678200692041522	stepfinder	46
True	qwen3.5-9b	stepfinder.s46	correct-error	math500	17,18,19	157	79.0	0	0.0	0.49367088607594933	0.5021097046413502	0.5021097046413502	stepfinder	46
True	qwen3.5-9b	stepfinder.s46	correct-error	mmlu_pro	17,18,19	92	46.0	0	0.0	0.38405797101449274	0.5072463768115942	0.5072463768115942	stepfinder	46
True	qwen3.5-9b	stepfinder.s46	correct-error	musique	17,18,19	312	156.0	0	0.0	0.2606837606837607	0.6196581196581197	0.6196581196581197	stepfinder	46
True	qwen3.5-9b	stepfinder.s46	correct-error	wikimqa	17,18,19	733	367.0	0	0.0	0.21525885558583105	0.6993642143505904	0.6993642143505904	stepfinder	46
True	qwen3.5-9b	stepfinder.s46	traceelephant	captain	2,3,4	85	43.0	0	0.0	0.13178294573643412	0.4108527131782946	0.4108527131782946	stepfinder	46
True	qwen3.5-9b	stepfinder.s46	traceelephant	magentic	9,10,11	91	46.0	0	0.0	0.07971014492753624	0.5652173913043478	0.5652173913043478	stepfinder	46
True	qwen3.5-9b	stepfinder.s46	ww	algorithm-generated	38,39,40	126	63.0	0	0.0	0.22751322751322753	0.5026455026455027	0.5026455026455027	stepfinder	46
True	qwen3.5-9b	stepfinder.s46	ww	hand-crafted	13,14,15	58	29.0	0	0.0	0.14942528735632185	0.37931034482758624	0.37931034482758624	stepfinder	46
